epoch,train_loss,test_loss,test_accuracy,test_f1
1,0.5824313938617707,0.5537616014480591,0.58,0.36363636363636365
2,0.5556320369243621,0.5514746069908142,0.6066666666666667,0.0
3,0.547063797712326,0.5371023893356324,0.6066666666666667,0.14492753623188406
4,0.542349100112915,0.537339162826538,0.5933333333333334,0.11594202898550725
5,0.5394506335258484,0.5314797639846802,0.5875,0.1951219512195122
6,0.5324521601200104,0.534082567691803,0.5941666666666666,0.12252252252252252
7,0.5300543963909149,0.5247596144676209,0.6008333333333333,0.11131725417439703
8,0.5267875820398331,0.5247319102287292,0.5875,0.1567291311754685
9,0.5276893243193627,0.5237615942955017,0.5925,0.09611829944547134
10,0.5235994711518288,0.5212554216384888,0.61,0.1702127659574468
11,0.5229718163609505,0.5208330154418945,0.5925,0.15834767641996558
12,0.5158761024475098,0.5225252866744995,0.5916666666666667,0.16382252559726962
13,0.5170524924993515,0.5236956357955933,0.6008333333333333,0.2160392798690671
14,0.5120601326227188,0.5190808773040771,0.6083333333333333,0.29429429429429427
15,0.5135460913181304,0.5128347933292389,0.6008333333333333,0.19224283305227655
16,0.508060821890831,0.5163665533065795,0.5991666666666666,0.13644524236983843
17,0.5055298998951911,0.5130737006664277,0.6008333333333333,0.21859706362153344
18,0.5020145863294602,0.5028018951416016,0.6125,0.25120772946859904
19,0.49730184525251386,0.5039960503578186,0.6133333333333333,0.2990936555891239
20,0.4966252103447914,0.5055726826190948,0.5941666666666666,0.2992805755395683
21,0.4985238805413246,0.4973204255104065,0.5908333333333333,0.3015647226173542
22,0.4918379902839661,0.49237534403800964,0.6166666666666667,0.3611111111111111
23,0.48365589827299116,0.5031057715415954,0.6025,0.35453315290933696
24,0.47890245616436006,0.4952231764793396,0.62,0.38544474393531
25,0.4757013931870461,0.4875572443008423,0.63,0.45320197044334976
26,0.47033448815345763,0.4934530913829803,0.6041666666666666,0.3708609271523179
27,0.46835694164037706,0.4817300796508789,0.6183333333333333,0.4143222506393862
28,0.46966184973716735,0.47607775330543517,0.6316666666666667,0.42597402597402595
29,0.4603501945734024,0.4856388926506042,0.6158333333333333,0.4439083232810615
30,0.4573637887835503,0.47006447315216066,0.6466666666666666,0.46867167919799496
31,0.45129365622997286,0.4715595364570618,0.6316666666666667,0.47255369928400953
32,0.44969718903303146,0.47857950925827025,0.6291666666666667,0.4485749690210657
33,0.45116971582174303,0.47079910039901735,0.6325,0.4294954721862872
34,0.4387264594435692,0.4605258822441101,0.6516666666666666,0.4748743718592965
35,0.4430502787232399,0.4660906374454498,0.6625,0.489281210592686
36,0.4446407839655876,0.4608275473117828,0.6441666666666667,0.46956521739130436
37,0.43244278281927107,0.4613890528678894,0.665,0.49242424242424243
38,0.4229972392320633,0.45072115659713746,0.6683333333333333,0.5146341463414634
39,0.4203618347644806,0.4578646898269653,0.6608333333333334,0.5390713476783692
40,0.41537784188985827,0.45465296506881714,0.6741666666666667,0.5306122448979592
41,0.41960033774375916,0.4559264123439789,0.6883333333333334,0.5620608899297423
42,0.41970275193452833,0.45658519864082336,0.6758333333333333,0.541813898704358
43,0.4101534068584442,0.4387681305408478,0.6916666666666667,0.5465686274509803
44,0.4080310881137848,0.4404584288597107,0.6866666666666666,0.5534441805225653
45,0.40937416106462476,0.4428864002227783,0.6908333333333333,0.5836139169472503
46,0.40855245292186737,0.4440142333507538,0.6825,0.5381818181818182
47,0.4039862647652626,0.44056991338729856,0.6775,0.5675977653631284
48,0.4024849981069565,0.43815630078315737,0.6916666666666667,0.5498783454987834
49,0.40474855452775954,0.4520746946334839,0.6816666666666666,0.5452380952380952
50,0.39391899704933164,0.4443285882472992,0.6975,0.567342073897497
51,0.39302724599838257,0.4387410283088684,0.685,0.5655172413793104
52,0.3926345258951187,0.44300211071968076,0.6975,0.5889014722536806
53,0.39841693043708803,0.43021543622016906,0.6925,0.5653710247349824
54,0.3828428015112877,0.42372028827667235,0.695,0.5812356979405034
55,0.37869588285684586,0.4278959631919861,0.68,0.5695067264573991
56,0.3887303650379181,0.44399853944778445,0.6908333333333333,0.5769669327251995
57,0.38314518630504607,0.43150882720947265,0.6808333333333333,0.5711086226203808
58,0.38449250906705856,0.4277192533016205,0.6975,0.5822784810126582
59,0.377525332570076,0.4279938876628876,0.6891666666666667,0.572737686139748
