epoch,train_loss,val_loss,val_accuracy,val_f1
1,0.6014199648584638,0.47996845841407776,0.7421428571428571,0.12165450121654502
2,0.43571806294577464,0.435831218957901,0.7778571428571428,0.0
3,0.42379475831985475,0.4265330135822296,0.7778571428571428,0.0
4,0.4171540606021881,0.42307567596435547,0.7778571428571428,0.0
5,0.4157597579274859,0.4199744760990143,0.7778571428571428,0.0
6,0.4113646050861904,0.4175693988800049,0.7778571428571428,0.0
7,0.4089949612958091,0.41717854142189026,0.7778571428571428,0.0
8,0.408696494613375,0.419334352016449,0.7778571428571428,0.0
9,0.40866633210863385,0.4153379499912262,0.7778571428571428,0.0
10,0.4057632219791412,0.414804607629776,0.7778571428571428,0.0
11,0.4051979390212468,0.41381585597991943,0.7778571428571428,0.0
12,0.40497267842292783,0.41416698694229126,0.7778571428571428,0.0
13,0.40519654733794075,0.41470131278038025,0.7778571428571428,0.0
14,0.40502206223351617,0.4152239263057709,0.7778571428571428,0.0
15,0.4055658791746412,0.41516223549842834,0.7778571428571428,0.0
16,0.4048782575130463,0.4140232503414154,0.7778571428571428,0.0
17,0.40472542200769696,0.41398322582244873,0.7778571428571428,0.0
18,0.4044660816873823,0.41223788261413574,0.7778571428571428,0.0
19,0.4047163472856794,0.41348081827163696,0.7778571428571428,0.0
20,0.40416600925581797,0.4143208861351013,0.7778571428571428,0.0
21,0.4041238112109048,0.41305679082870483,0.7778571428571428,0.0
22,0.4042457056045532,0.41313984990119934,0.7778571428571428,0.0
23,0.404265912430627,0.4137977957725525,0.7778571428571428,0.0
24,0.404568817785808,0.4139012396335602,0.7778571428571428,0.0
25,0.4046151789597103,0.4130915403366089,0.7778571428571428,0.0
26,0.4044214820861816,0.4139682948589325,0.7778571428571428,0.0
27,0.4046125274045127,0.41337451338768005,0.7778571428571428,0.0
28,0.4035614289556231,0.41237249970436096,0.7778571428571428,0.0
29,0.40311842152050564,0.4123806953430176,0.7778571428571428,0.0
30,0.40297787376812527,0.41181960701942444,0.7778571428571428,0.0
31,0.40219984991209845,0.4112241268157959,0.7778571428571428,0.0
32,0.40090971418789456,0.4082362949848175,0.7778571428571428,0.0
33,0.39852699194635666,0.40494459867477417,0.7778571428571428,0.0
34,0.3972988978454045,0.4044402837753296,0.7780952380952381,0.0021413276231263384
35,0.39616665737969536,0.40319889783859253,0.78,0.02531645569620253
36,0.395675470999309,0.40310895442962646,0.7783333333333333,0.0042780748663101605
37,0.3943776970250266,0.40360045433044434,0.7795238095238095,0.021141649048625793
38,0.39366336754390174,0.40282222628593445,0.7811904761904762,0.04963805584281282
39,0.3928747648852212,0.40183568000793457,0.7804761904761904,0.023305084745762712
40,0.3932377086366926,0.4023875594139099,0.7804761904761904,0.023305084745762712
41,0.3923408467429025,0.3987193703651428,0.7823809523809524,0.041928721174004195
42,0.39028384481157574,0.398683100938797,0.7828571428571428,0.05
43,0.38974586844444276,0.3977375030517578,0.7830952380952381,0.05005213764337852
44,0.38862097076007296,0.39589279890060425,0.7833333333333333,0.04811715481171548
45,0.38786372491291593,0.39638760685920715,0.7833333333333333,0.05010438413361169
46,0.38642419917242865,0.39347004890441895,0.7833333333333333,0.04811715481171548
47,0.3852541995048523,0.3945314586162567,0.7845238095238095,0.060228452751817235
48,0.3840477441038404,0.39256012439727783,0.7838095238095238,0.06584362139917696
49,0.3841171273163387,0.3923908770084381,0.7842857142857143,0.05625
50,0.38181542038917543,0.39045408368110657,0.7854761904761904,0.07778915046059365
51,0.3807916377271925,0.38830462098121643,0.785952380952381,0.08171603677221655
52,0.37855519584247044,0.38933315873146057,0.7866666666666666,0.10578842315369262
53,0.37781693731035504,0.3847978115081787,0.7866666666666666,0.08943089430894309
54,0.37565991367612567,0.38198375701904297,0.7895238095238095,0.11776447105788423
55,0.37277644072260174,0.3821868896484375,0.7883333333333333,0.14436958614051973
56,0.3719933331012726,0.37892603874206543,0.79,0.14035087719298245
57,0.3693478071689606,0.3785051107406616,0.7904761904761904,0.13555992141453832
58,0.36779743126460485,0.37618327140808105,0.789047619047619,0.13813229571984437
59,0.3658015079157693,0.3734323978424072,0.7923809523809524,0.1450980392156863
60,0.36321629115513393,0.37332335114479065,0.790952380952381,0.14922480620155038
61,0.36200953483581544,0.36891207098960876,0.7914285714285715,0.16252390057361377
62,0.35777704903057644,0.3668496012687683,0.7964285714285714,0.20612813370473537
63,0.3544238928386143,0.3658871650695801,0.7980952380952381,0.23049001814882034
64,0.3539588900974819,0.36284583806991577,0.7992857142857143,0.21872103799814643
65,0.34971645372254506,0.35961809754371643,0.7969047619047619,0.23222322232223222
66,0.34638786026409696,0.3619716167449951,0.7980952380952381,0.2638888888888889
67,0.3460626491478511,0.36038121581077576,0.8021428571428572,0.2613333333333333
68,0.34388932074819295,0.3615105450153351,0.7947619047619048,0.24119718309859156
69,0.3424987576689039,0.3573760986328125,0.8035714285714286,0.2832319721980886
70,0.3389568260737828,0.35442841053009033,0.8023809523809524,0.2732049036777583
71,0.33694275873047963,0.3522752821445465,0.8047619047619048,0.30976430976430974
72,0.3346629403318678,0.3487050533294678,0.8047619047619048,0.2906574394463668
73,0.33276634114129205,0.34839433431625366,0.8092857142857143,0.3171355498721228
