epoch,train_loss,test_loss,test_accuracy,test_f1
1,0.5219636285305023,0.4300256252288818,0.7786904761904762,0.0
2,0.42524182200431826,0.42619614958763125,0.7786904761904762,0.0
3,0.41903215885162354,0.4233430874347687,0.7786904761904762,0.0
4,0.41603962898254393,0.4212928676605225,0.7786904761904762,0.0
5,0.4142455542087555,0.4198631286621094,0.7786904761904762,0.0
6,0.4128929007053375,0.41756340384483337,0.7786904761904762,0.0
7,0.41104660868644716,0.41815709948539737,0.7786904761904762,0.0
8,0.4096421217918396,0.41940847516059876,0.7786904761904762,0.0
9,0.4099095320701599,0.4170605194568634,0.7786904761904762,0.0
10,0.4091287863254547,0.4166271233558655,0.7786904761904762,0.0
11,0.4083488523960114,0.41699846982955935,0.7786904761904762,0.0
12,0.40796868324279784,0.41455522179603577,0.7786904761904762,0.0
13,0.40741295099258423,0.41458708643913267,0.7786904761904762,0.0
14,0.40723740935325625,0.4140542125701904,0.7786904761904762,0.0
15,0.40695608377456666,0.4151182758808136,0.7786904761904762,0.0
16,0.4066618812084198,0.41499337315559387,0.7786904761904762,0.0
17,0.4068301069736481,0.4139246737957001,0.7786904761904762,0.0
18,0.40567469596862793,0.41359705090522764,0.7786904761904762,0.0
19,0.4060387432575226,0.41278030872344973,0.7786904761904762,0.0
20,0.40556190013885496,0.4145658242702484,0.7786904761904762,0.0
21,0.40625719547271727,0.41282763838768005,0.7786904761904762,0.0
22,0.40510910987854004,0.4135151636600494,0.7786904761904762,0.0
23,0.40553743481636045,0.4136018478870392,0.7786904761904762,0.0
24,0.4056882226467133,0.41272413969039917,0.7786904761904762,0.0
25,0.40526323795318603,0.4133358132839203,0.7786904761904762,0.0
26,0.4052378761768341,0.4118234777450562,0.7786904761904762,0.0
27,0.40491090178489686,0.4131809735298157,0.7786904761904762,0.0
28,0.40423636794090273,0.410735160112381,0.7786904761904762,0.0
29,0.4033141052722931,0.4108882749080658,0.7786904761904762,0.0
30,0.40183972239494326,0.4099094891548157,0.7786904761904762,0.0
31,0.39974059104919435,0.4090991246700287,0.7786904761904762,0.0
32,0.3994973039627075,0.4090834414958954,0.7788095238095238,0.001075268817204301
33,0.3979731512069702,0.4068284833431244,0.7790476190476191,0.00322234156820623
34,0.39633099555969237,0.4032518875598907,0.78,0.014925373134328358
35,0.3950790774822235,0.40207087993621826,0.7803571428571429,0.025356576862123614
36,0.39273420691490174,0.4010359799861908,0.7802380952380953,0.01703940362087327
37,0.3920024561882019,0.3989537620544434,0.7814285714285715,0.03368421052631579
38,0.3891999113559723,0.39510058879852294,0.7823809523809524,0.043933054393305436
39,0.38438836693763734,0.3921698832511902,0.7829761904761905,0.055929570170895906
40,0.38233316540718076,0.39074799060821536,0.7834523809523809,0.08913370055082624
41,0.3790052783489227,0.3880383861064911,0.7835714285714286,0.07150153217568948
42,0.3766948294639587,0.3849628496170044,0.7880952380952381,0.130859375
43,0.37386231660842895,0.3841224765777588,0.786547619047619,0.15782057303898545
44,0.3701607179641724,0.3776346445083618,0.7923809523809524,0.16793893129770993
45,0.36604910492897036,0.3733499550819397,0.7935714285714286,0.2125340599455041
46,0.3626793336868286,0.3689780128002167,0.7954761904761904,0.21480804387568556
47,0.3594953453540802,0.36624640464782715,0.7942857142857143,0.23876651982378855
48,0.3571916162967682,0.36421030044555663,0.7955952380952381,0.24527472527472527
49,0.35323145389556887,0.3593956983089447,0.7991666666666667,0.26684050412863974
50,0.35017061591148374,0.3555044889450073,0.7975,0.2613981762917933
51,0.3459122359752655,0.3495484554767609,0.8022619047619047,0.2952906236741621
52,0.34057604551315307,0.3463085663318634,0.8036904761904762,0.302158273381295
53,0.33718965768814085,0.34375146865844725,0.8030952380952381,0.32599837000814996
54,0.33410389184951783,0.3449540865421295,0.8010714285714285,0.33240111865761085
55,0.3316575026512146,0.34113173246383666,0.8026190476190476,0.34414556962025317
56,0.32800652861595153,0.3386404609680176,0.8047619047619048,0.35280189423835834
57,0.3258174073696136,0.33617486119270323,0.8061904761904762,0.3689922480620155
58,0.324504736661911,0.33382547736167906,0.8077380952380953,0.3624161073825503
59,0.32089027285575866,0.3316748631000519,0.8077380952380953,0.3708609271523179
60,0.31828885078430175,0.33013742089271547,0.8103571428571429,0.37846273897776045
61,0.31506929159164426,0.33035637497901915,0.8091666666666667,0.3803633552377271
62,0.31336628675460815,0.32839869379997255,0.8080952380952381,0.3870722433460076
63,0.31059275031089784,0.32568525552749633,0.8115476190476191,0.39232245681381955
64,0.3061226689815521,0.3215550696849823,0.8147619047619048,0.40337423312883436
65,0.30447957158088684,0.3176925027370453,0.8169047619047619,0.4020217729393468
66,0.2997031176090241,0.31848268866539003,0.8202380952380952,0.4423929098966027
67,0.29965336799621584,0.3158240818977356,0.8194047619047619,0.45529622980251344
68,0.29434921145439147,0.31293521881103514,0.8208333333333333,0.4564824846514987
69,0.2927495110034943,0.31393170833587647,0.8169047619047619,0.45071428571428573
70,0.29131352305412295,0.30762282609939573,0.8202380952380952,0.4415680473372781
71,0.28825778007507324,0.3062419867515564,0.8179761904761905,0.44900900900900903
72,0.2844920098781586,0.3031560742855072,0.824047619047619,0.48680555555555555
73,0.2814956760406494,0.30324191331863404,0.8227380952380953,0.4810038340885326
74,0.2798466682434082,0.30094862818717955,0.8263095238095238,0.49567922571724854
75,0.2766134464740753,0.30154040694236756,0.8246428571428571,0.49154297549188813
76,0.27560670614242555,0.3007229018211365,0.8291666666666667,0.5189406637613141
77,0.27527295231819154,0.29675683498382566,0.8269047619047619,0.4947880472550382
78,0.27206466674804686,0.2970180594921112,0.8279761904761904,0.5152633344515263
79,0.2706113874912262,0.2958868741989136,0.8234523809523809,0.49540660088465466
80,0.26876712560653687,0.2945613443851471,0.8284523809523809,0.5172529313232831
81,0.2642085325717926,0.29195771932601927,0.8284523809523809,0.5267651888341544
82,0.26358112812042234,0.29632636785507205,0.8263095238095238,0.5164070268478621
83,0.26367962956428526,0.2921478343009949,0.8289285714285715,0.5103918228279387
84,0.2630039644241333,0.2884452402591705,0.8297619047619048,0.5329849771391247
85,0.25606773853302,0.2902259385585785,0.8272619047619048,0.5506348714772376
86,0.25562196016311645,0.2886708498001099,0.8292857142857143,0.5412667946257198
87,0.2513933849334717,0.2872824239730835,0.8303571428571429,0.5389841475250728
88,0.2503074795007706,0.2866413867473602,0.8319047619047619,0.5497448979591837
89,0.24906798362731933,0.28917273998260495,0.830952380952381,0.5512010113780025
90,0.24710824251174926,0.2865349161624908,0.8348809523809524,0.5603803486529318
91,0.24415342330932618,0.28511540293693544,0.8314285714285714,0.5444015444015444
92,0.2443595904111862,0.2847750473022461,0.8314285714285714,0.5444015444015444
93,0.24295726239681245,0.2842414176464081,0.8298809523809524,0.5593586185630589
94,0.24087243676185607,0.2819079566001892,0.8352380952380952,0.5693839452395768
95,0.23681772291660308,0.28135282039642334,0.8342857142857143,0.5797101449275363
96,0.23653411030769347,0.2815213692188263,0.8314285714285714,0.5672371638141809
97,0.2335710859298706,0.2821740663051605,0.8321428571428572,0.5483664317745035
98,0.23084491193294526,0.2780245864391327,0.8342857142857143,0.5633626097867002
99,0.2300269150733948,0.2803168153762817,0.8360714285714286,0.5808219178082191
100,0.22889084935188295,0.2782924973964691,0.8378571428571429,0.5816953316953317
101,0.22872171819210052,0.27906235098838805,0.8360714285714286,0.577995709469813
102,0.22534191429615022,0.2803568303585052,0.8379761904761904,0.5764083411142235
103,0.22152480840682984,0.27896336317062376,0.8379761904761904,0.5974563738538894
104,0.2197646576166153,0.27611367583274843,0.8397619047619047,0.6052785923753665
105,0.21717831373214722,0.2773916840553284,0.8395238095238096,0.5892748324192566
106,0.21611963629722594,0.2772380423545837,0.8385714285714285,0.5942549371633752
107,0.21205090701580048,0.2763351774215698,0.840952380952381,0.595396729254997
108,0.2116606914997101,0.27364717960357665,0.8420238095238095,0.6091310751104565
109,0.20971489131450652,0.2747621917724609,0.8427380952380953,0.6085925925925926
110,0.2104456293582916,0.27573642015457156,0.8375,0.5847277152418618
111,0.2076963710784912,0.2735932266712189,0.8404761904761905,0.5919610231425091
112,0.20715056717395783,0.2767095136642456,0.8392857142857143,0.6057242990654206
113,0.204956094622612,0.2733153438568115,0.843452380952381,0.6056971514242878
114,0.2027738720178604,0.2735924863815308,0.8426190476190476,0.6100294985250737
115,0.19976439595222473,0.2709754157066345,0.8445238095238096,0.6149764150943396
