epoch,train_loss,test_loss,test_accuracy,test_f1
1,0.6291304498910903,0.6053481936454773,0.58,0.24776119402985075
2,0.6054344713687897,0.597343897819519,0.6066666666666667,0.023448275862068966
3,0.5996463507413864,0.5951441407203675,0.6044444444444445,0.115527950310559
4,0.6002262353897094,0.5939556002616883,0.6077777777777778,0.07712418300653595
5,0.5980079621076584,0.5959607005119324,0.5988888888888889,0.1031055900621118
6,0.5974532127380371,0.5940030336380004,0.6094444444444445,0.03961748633879782
7,0.5974551856517791,0.5921103239059449,0.6016666666666667,0.17109826589595376
8,0.5971679598093033,0.5916196823120117,0.605,0.14952153110047847
9,0.5953123807907105,0.5918849468231201,0.6058333333333333,0.16283185840707964
10,0.5932902485132218,0.5894400835037231,0.6072222222222222,0.17981438515081208
11,0.5917678654193879,0.5899124383926392,0.6047222222222223,0.17219313554392088
12,0.5910402089357376,0.5927395105361939,0.605,0.11235955056179775
13,0.5919519484043121,0.5922613978385926,0.6066666666666667,0.07450980392156863
14,0.5909522861242295,0.5899269819259644,0.6086111111111111,0.16971125515615793
15,0.5876784145832061,0.5900046467781067,0.6061111111111112,0.09566326530612244
16,0.5877929538488388,0.5869726181030274,0.6094444444444445,0.1610978520286396
17,0.5864750057458877,0.5888708353042602,0.6055555555555555,0.20224719101123595
18,0.5860787153244018,0.5882934689521789,0.6041666666666666,0.2025741466144376
19,0.5861478984355927,0.5877208232879638,0.6038888888888889,0.17857142857142858
20,0.5833315312862396,0.5876711845397949,0.6116666666666667,0.25717321997874604
21,0.5850908696651459,0.589413297176361,0.6036111111111111,0.19696117051209905
22,0.5828323245048523,0.5878908038139343,0.6052777777777778,0.20302860347728546
23,0.583688548207283,0.592044222354889,0.6011111111111112,0.23860021208907742
24,0.5838486433029175,0.5869645357131958,0.6041666666666666,0.18988061398521888
25,0.5808242410421371,0.5864577054977417,0.6075,0.18932874354561102
26,0.5815969944000244,0.5915228605270386,0.6069444444444444,0.21345191773207337
27,0.582365483045578,0.5957539319992066,0.5983333333333334,0.272635814889336
28,0.5802005529403687,0.5867377877235412,0.6069444444444444,0.22210005497526114
29,0.5806018948554993,0.5975293159484864,0.5977777777777777,0.302504816955684
30,0.5815435618162155,0.5866259574890137,0.6077777777777778,0.23593073593073594
31,0.5811898082494735,0.5869631171226501,0.6127777777777778,0.17023809523809524
32,0.5809453040361404,0.5891712784767151,0.6011111111111112,0.2329059829059829
33,0.5809363216161728,0.5874813079833985,0.6058333333333333,0.26285714285714284
34,0.5792909771203995,0.589839494228363,0.6005555555555555,0.2700507614213198
35,0.5793154209852218,0.5848726868629456,0.5977777777777777,0.22566844919786097
36,0.5785532355308532,0.5856057167053222,0.6013888888888889,0.2629686697483308
37,0.5772953450679779,0.5868991851806641,0.5961111111111111,0.2611788617886179
38,0.5776262611150742,0.5884883046150208,0.5980555555555556,0.26882263769580594
39,0.5769409239292145,0.5860835194587708,0.5997222222222223,0.2560660815694373
40,0.5759245306253433,0.5897876024246216,0.5961111111111111,0.2634245187436677
41,0.5762019783258439,0.5861339569091797,0.6030555555555556,0.28728179551122196
42,0.5773906320333481,0.5920658230781555,0.5966666666666667,0.2896281800391389
