epoch,train_loss,val_loss,val_accuracy,val_f1
1,0.5735950810568673,0.5772756385803223,0.594047619047619,0.2833123160992013
2,0.5532079260689872,0.5588864707946777,0.5942857142857143,0.18076923076923077
3,0.5464362508910043,0.559627115726471,0.5966666666666667,0.12949640287769784
4,0.5443114651952471,0.552846508026123,0.5969047619047619,0.20924801494628678
5,0.5439253166743687,0.5497837615013123,0.6002380952380952,0.005920663114268798
6,0.5419261361871447,0.5522327208518982,0.5907142857142857,0.20892774965485503
7,0.5401110890933446,0.5508555197715759,0.5980952380952381,0.1396534148827727
8,0.5379037731034415,0.5463983368873596,0.6133333333333333,0.2801418439716312
9,0.5355391151564461,0.5425182437896728,0.6109523809523809,0.18218218218218218
10,0.5318733525276184,0.5398277544975281,0.5954761904761905,0.19133745835316515
11,0.529160577910287,0.5381288313865662,0.5954761904761905,0.14580191050779287
12,0.525861371585301,0.5334889578819275,0.6078571428571429,0.1850569025235032
13,0.5211888912745885,0.5278574872016907,0.6033333333333334,0.21930646672914714
14,0.5200346943310329,0.5281810021400452,0.5976190476190476,0.24350940017905104
15,0.5217372376578194,0.5283638811111451,0.6164285714285714,0.25794564716720403
16,0.5142995241710118,0.5180971693992614,0.6223809523809524,0.25749063670411987
17,0.5123898938723973,0.5205853104591369,0.6183333333333333,0.2827740492170022
18,0.5103539337430681,0.512480411529541,0.6147619047619047,0.3669796557120501
19,0.5051470647539411,0.5098472666740418,0.6233333333333333,0.36106623586429726
20,0.5022821642671312,0.5142307257652283,0.6228571428571429,0.40540540540540543
21,0.49724984407424927,0.5053840851783753,0.64,0.42900302114803623
22,0.49312262279646735,0.498838267326355,0.6328571428571429,0.38270616493194554
23,0.48992282952581134,0.49108305692672727,0.6354761904761905,0.4331728989263236
24,0.4859898887361799,0.4916353487968445,0.6388095238095238,0.43204792212654436
25,0.483938136441367,0.4862037205696106,0.6366666666666667,0.4228441754916793
26,0.480809006861278,0.4908218026161194,0.6335714285714286,0.4331491712707182
27,0.4801532660211836,0.482846839427948,0.6361904761904762,0.40821068938807126
28,0.4733153142247881,0.476812584400177,0.6452380952380953,0.500335345405768
29,0.4729528641700745,0.47976444244384764,0.635,0.47980997624703087
30,0.4691753465788705,0.46969807863235474,0.6635714285714286,0.5182407091714968
31,0.4642038823877062,0.46965349197387696,0.6645238095238095,0.5295492487479132
32,0.46565901160240175,0.46746847867965696,0.655952380952381,0.5242015146526177
33,0.4623557724271502,0.470114004611969,0.6561904761904762,0.5154362416107383
34,0.46248221959386554,0.47381834745407103,0.6657142857142857,0.539672131147541
35,0.4635829155785697,0.4675180149078369,0.6652380952380952,0.5399214659685864
36,0.45174301964896063,0.4610985994338989,0.6735714285714286,0.5312820512820513
37,0.45598774433135986,0.46719852328300476,0.6657142857142857,0.5674676524953789
38,0.4535690028326852,0.46045352816581725,0.67,0.5422721268163805
39,0.44988625168800356,0.45955891489982603,0.674047619047619,0.5507056120774533
40,0.449824013028826,0.45563360571861267,0.6645238095238095,0.5348299768900627
41,0.44487762178693496,0.4552761805057526,0.6664285714285715,0.5423064358052924
42,0.4452149152755737,0.45144723653793334,0.6685714285714286,0.5378486055776892
43,0.43788287588528224,0.46209554076194764,0.6630952380952381,0.5380346065948417
44,0.4416353028161185,0.4551892113685608,0.6783333333333333,0.5707022561169368
45,0.4432825487000602,0.4489057743549347,0.6819047619047619,0.5681965093729799
46,0.43794496553284784,0.44453898429870603,0.6878571428571428,0.5739356516087097
47,0.4380150898865291,0.45709911346435544,0.6695238095238095,0.5723967960566851
48,0.4336284405844552,0.44901251792907715,0.680952380952381,0.5457627118644067
49,0.43117415615490506,0.4436414909362793,0.6821428571428572,0.5681009382076998
50,0.4328157069001879,0.442600907087326,0.6816666666666666,0.5634998367613451
51,0.4247232147625514,0.4416227924823761,0.684047619047619,0.5664815419797452
